"","ï..Operator","Station.Unit","Zone","PTID","Town","County","State","In.Service.Date","MW..W.","Sum","Win","Sum.1","Win.1","Dual","Unit.Type","Type.1","Type.2","GWH..W.","Notes","Unit.Type.Expanded","State_Name","County_Name","City"
"1","Albany Energy LLC","Albany LFGE","F",323615,"Albany",1,36,"5/1/1998",5.6,4.5,4.5,5.6,5.6,"","IC","MTE","",26.4,"","Internal Combustion","New York","Albany","Albany"
"2","Astoria Energy II LLC","Astoria Energy 2-CC3","J",323677,"Queens",81,36,"7/1/2011",330,288,376.3,286,329.4,"YES","CC","NG","FO2",2568.8,"G","Combined Cycle","New York","Queens","Queens"
"3","Astoria Energy II LLC","Astoria Energy 2-CC4","J",323678,"Queens",81,36,"7/1/2011",330,288,376.3,286,329.4,"YES","CC","NG","FO2",NA,"","Combined Cycle","New York","Queens","Queens"
"4","Astoria Energy LLC","Astoria East Energy -CC1","J",323581,"Queens",81,36,"4/1/2006",320,292.6,355.3,290.9,328.4,"YES","CC","NG","FO2",3251.8,"G","Combined Cycle","New York","Queens","Queens"
"5","Astoria Energy LLC","Astoria East Energy -CC2","J",323582,"Queens",81,36,"4/1/2006",320,292.6,355.3,290.9,328.4,"YES","CC","NG","FO2",NA,"","Combined Cycle","New York","Queens","Queens"
"6","Astoria Generating Co L.P.","Astoria 2","J",24149,"Queens",81,36,"3/1/1954",180,177,177,172.8,170.6,"","ST","NG","",4.1,"","Steam Turbine (Fossil)","New York","Queens","Queens"
"7","Astoria Generating Co L.P.","Astoria 3","J",23516,"Queens",81,36,"9/1/1958",376,369.9,369.9,376.8,374.6,"YES","ST","FO6","NG",274.8,"","Steam Turbine (Fossil)","New York","Queens","Queens"
"8","Astoria Generating Co L.P.","Astoria 5","J",23518,"Queens",81,36,"5/1/1962",387,376.3,376.3,378.4,387.7,"YES","ST","FO6","NG",500.7,"","Steam Turbine (Fossil)","New York","Queens","Queens"
"9","Astoria Generating Co L.P.","Astoria GT 01","J",23523,"Queens",81,36,"7/1/1967",16,15.7,20.5,14,18.9,"","GT","NG","",0.7,"","Combustion Turbine","New York","Queens","Queens"
"10","Astoria Generating Co L.P.","Gowanus 1-1","J",24077,"Brooklyn",47,36,"6/1/1971",20,19.1,24.9,18.7,24.9,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"11","Astoria Generating Co L.P.","Gowanus 1-2","J",24078,"Brooklyn",47,36,"6/1/1971",20,17.1,22.3,19.1,24.9,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"12","Astoria Generating Co L.P.","Gowanus 1-3","J",24079,"Brooklyn",47,36,"6/1/1971",20,17.2,22.5,17.8,23.5,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"13","Astoria Generating Co L.P.","Gowanus 1-4","J",24080,"Brooklyn",47,36,"6/1/1971",20,17.1,22.3,16.2,22,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"14","Astoria Generating Co L.P.","Gowanus 1-5","J",24084,"Brooklyn",47,36,"6/1/1971",20,16.5,21.6,17.2,20.3,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"15","Astoria Generating Co L.P.","Gowanus 1-6","J",24111,"Brooklyn",47,36,"6/1/1971",20,18,23.5,16.3,21,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"16","Astoria Generating Co L.P.","Gowanus 1-7","J",24112,"Brooklyn",47,36,"6/1/1971",20,17.6,23,16.7,24.3,"","GT","FO2","",0.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"17","Astoria Generating Co L.P.","Gowanus 1-8","J",24113,"Brooklyn",47,36,"6/1/1971",20,16.1,21,15.1,21.9,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"18","Astoria Generating Co L.P.","Gowanus 2-1","J",24114,"Brooklyn",47,36,"6/1/1971",20,17.9,23.4,17.1,22.2,"YES","GT","FO2","NG",0.5,"","Combustion Turbine","New York","Kings","Brooklyn"
"19","Astoria Generating Co L.P.","Gowanus 2-2","J",24115,"Brooklyn",47,36,"6/1/1971",20,18.8,24.6,18.5,23.1,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"20","Astoria Generating Co L.P.","Gowanus 2-3","J",24116,"Brooklyn",47,36,"6/1/1971",20,20.6,26.9,20,24.3,"YES","GT","FO2","NG",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"21","Astoria Generating Co L.P.","Gowanus 2-4","J",24117,"Brooklyn",47,36,"6/1/1971",20,19.3,25.2,17.4,22.2,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"22","Astoria Generating Co L.P.","Gowanus 2-5","J",24118,"Brooklyn",47,36,"6/1/1971",20,18.6,24.3,18.8,23.7,"YES","GT","FO2","NG",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"23","Astoria Generating Co L.P.","Gowanus 2-6","J",24119,"Brooklyn",47,36,"6/1/1971",20,20.3,26.5,20.2,24.3,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"24","Astoria Generating Co L.P.","Gowanus 2-7","J",24120,"Brooklyn",47,36,"6/1/1971",20,19.6,25.6,19.1,23.3,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"25","Astoria Generating Co L.P.","Gowanus 2-8","J",24121,"Brooklyn",47,36,"6/1/1971",20,17.7,23.1,16.1,22.1,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"26","Astoria Generating Co L.P.","Gowanus 3-1","J",24122,"Brooklyn",47,36,"7/1/1971",20,17.7,23.1,16.7,22.5,"YES","GT","FO2","NG",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"27","Astoria Generating Co L.P.","Gowanus 3-2","J",24123,"Brooklyn",47,36,"7/1/1971",20,17.7,23.1,16.8,21.9,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"28","Astoria Generating Co L.P.","Gowanus 3-3","J",24124,"Brooklyn",47,36,"7/1/1971",20,19.8,25.9,18.1,23.6,"YES","GT","FO2","NG",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"29","Astoria Generating Co L.P.","Gowanus 3-4","J",24125,"Brooklyn",47,36,"7/1/1971",20,17.9,23.4,16.2,22,"YES","GT","FO2","NG",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"30","Astoria Generating Co L.P.","Gowanus 3-5","J",24126,"Brooklyn",47,36,"7/1/1971",20,19,24.8,17.3,23.5,"YES","GT","FO2","NG",0.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"31","Astoria Generating Co L.P.","Gowanus 3-6","J",24127,"Brooklyn",47,36,"7/1/1971",20,17.6,23,15.5,22.1,"YES","GT","FO2","NG",0.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"32","Astoria Generating Co L.P.","Gowanus 3-7","J",24128,"Brooklyn",47,36,"7/1/1971",20,18.1,23.6,17.9,24.2,"YES","GT","FO2","NG",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"33","Astoria Generating Co L.P.","Gowanus 3-8","J",24129,"Brooklyn",47,36,"7/1/1971",20,19,24.8,17.6,24.9,"YES","GT","FO2","NG",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"34","Astoria Generating Co L.P.","Gowanus 4-1","J",24130,"Brooklyn",47,36,"7/1/1971",20,16.8,21.9,18.2,23.3,"","GT","FO2","",0.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"35","Astoria Generating Co L.P.","Gowanus 4-2","J",24131,"Brooklyn",47,36,"7/1/1971",20,17.3,22.6,17.9,22.4,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"36","Astoria Generating Co L.P.","Gowanus 4-3","J",24132,"Brooklyn",47,36,"7/1/1971",20,17.6,23,16.4,21.3,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"37","Astoria Generating Co L.P.","Gowanus 4-4","J",24133,"Brooklyn",47,36,"7/1/1971",20,17.1,22.3,16.5,20.9,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"38","Astoria Generating Co L.P.","Gowanus 4-5","J",24134,"Brooklyn",47,36,"7/1/1971",20,17.1,22.3,16.2,21.3,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"39","Astoria Generating Co L.P.","Gowanus 4-6","J",24135,"Brooklyn",47,36,"7/1/1971",20,18.6,24.3,18,24.3,"","GT","FO2","",0.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"40","Astoria Generating Co L.P.","Gowanus 4-7","J",24136,"Brooklyn",47,36,"7/1/1971",20,16.6,21.7,16.6,22.3,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"41","Astoria Generating Co L.P.","Gowanus 4-8","J",24137,"Brooklyn",47,36,"7/1/1971",20,19,24.8,16.6,22.4,"","GT","FO2","",0.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"42","Astoria Generating Co L.P.","Narrows 1-1","J",24228,"Brooklyn",47,36,"5/1/1972",22,21,27.4,19.6,24.4,"YES","GT","FO2","NG",1.9,"","Combustion Turbine","New York","Kings","Brooklyn"
"43","Astoria Generating Co L.P.","Narrows 1-2","J",24229,"Brooklyn",47,36,"5/1/1972",22,19.5,25.5,17.6,24.1,"YES","GT","FO2","NG",1.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"44","Astoria Generating Co L.P.","Narrows 1-3","J",24230,"Brooklyn",47,36,"5/1/1972",22,20.4,26.6,18.6,24.7,"YES","GT","FO2","NG",1.5,"","Combustion Turbine","New York","Kings","Brooklyn"
"45","Astoria Generating Co L.P.","Narrows 1-4","J",24231,"Brooklyn",47,36,"5/1/1972",22,20.1,26.3,18.7,24.9,"YES","GT","FO2","NG",1.5,"","Combustion Turbine","New York","Kings","Brooklyn"
"46","Astoria Generating Co L.P.","Narrows 1-5","J",24232,"Brooklyn",47,36,"5/1/1972",22,19.8,25.9,20.6,24.9,"YES","GT","FO2","NG",1.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"47","Astoria Generating Co L.P.","Narrows 1-6","J",24233,"Brooklyn",47,36,"5/1/1972",22,18.9,24.7,15.7,21.2,"YES","GT","FO2","NG",1,"","Combustion Turbine","New York","Kings","Brooklyn"
"48","Astoria Generating Co L.P.","Narrows 1-7","J",24234,"Brooklyn",47,36,"5/1/1972",22,18.4,24,19.8,24.9,"YES","GT","FO2","NG",1.1,"","Combustion Turbine","New York","Kings","Brooklyn"
"49","Astoria Generating Co L.P.","Narrows 1-8","J",24235,"Brooklyn",47,36,"5/1/1972",22,19.9,26,17.4,21.8,"YES","GT","FO2","NG",1.6,"","Combustion Turbine","New York","Kings","Brooklyn"
"50","Astoria Generating Co L.P.","Narrows 2-1","J",24236,"Brooklyn",47,36,"6/1/1972",22,19.4,25.3,19,24.9,"YES","GT","FO2","NG",1.7,"","Combustion Turbine","New York","Kings","Brooklyn"
"51","Astoria Generating Co L.P.","Narrows 2-2","J",24237,"Brooklyn",47,36,"6/1/1972",22,18.7,24.4,16.3,23.4,"YES","GT","FO2","NG",1.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"52","Astoria Generating Co L.P.","Narrows 2-3","J",24238,"Brooklyn",47,36,"6/1/1972",22,18.4,24,17.7,23.8,"YES","GT","FO2","NG",1.2,"","Combustion Turbine","New York","Kings","Brooklyn"
"53","Astoria Generating Co L.P.","Narrows 2-4","J",24239,"Brooklyn",47,36,"6/1/1972",22,18.4,24,18,24.5,"YES","GT","FO2","NG",1.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"54","Astoria Generating Co L.P.","Narrows 2-5","J",24240,"Brooklyn",47,36,"6/1/1972",22,19.9,26,18.4,23.6,"YES","GT","FO2","NG",1.3,"","Combustion Turbine","New York","Kings","Brooklyn"
"55","Astoria Generating Co L.P.","Narrows 2-6","J",24241,"Brooklyn",47,36,"6/1/1972",22,18.1,23.6,16.6,21.4,"YES","GT","FO2","NG",2,"","Combustion Turbine","New York","Kings","Brooklyn"
"56","Astoria Generating Co L.P.","Narrows 2-7","J",24242,"Brooklyn",47,36,"6/1/1972",22,20.7,27,18.9,24.9,"YES","GT","FO2","NG",2.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"57","Astoria Generating Co L.P.","Narrows 2-8","J",24243,"Brooklyn",47,36,"6/1/1972",22,17.5,22.9,16.5,22.2,"YES","GT","FO2","NG",1.9,"","Combustion Turbine","New York","Kings","Brooklyn"
"58","Bayonne Energy Center LLC","Bayonne EC CTG1","J",323682,"Bayonne",17,34,"6/1/2012",64,64,66.5,56.3,62.8,"YES","JE","NG","KER",71.1,"","Jet Engine","New Jersey","Hudson","Bayonne"
"59","Bayonne Energy Center LLC","Bayonne EC CTG2","J",323683,"Bayonne",17,34,"6/1/2012",64,64,66.5,58.5,62.8,"YES","JE","NG","KER",81.7,"","Jet Engine","New Jersey","Hudson","Bayonne"
"60","Bayonne Energy Center LLC","Bayonne EC CTG3","J",323684,"Bayonne",17,34,"6/1/2012",64,64,66.5,54.7,62.8,"YES","JE","NG","KER",76.1,"","Jet Engine","New Jersey","Hudson","Bayonne"
"61","Bayonne Energy Center LLC","Bayonne EC CTG4","J",323685,"Bayonne",17,34,"6/1/2012",64,64,66.5,57.7,61.9,"YES","JE","NG","KER",67.9,"","Jet Engine","New Jersey","Hudson","Bayonne"
"62","Bayonne Energy Center LLC","Bayonne EC CTG5","J",323686,"Bayonne",17,34,"6/1/2012",64,64,66.5,57.6,63.1,"YES","JE","NG","KER",89.6,"","Jet Engine","New Jersey","Hudson","Bayonne"
"63","Bayonne Energy Center LLC","Bayonne EC CTG6","J",323687,"Bayonne",17,34,"6/1/2012",64,64,66.5,56.9,62.6,"YES","JE","NG","KER",72.8,"","Jet Engine","New Jersey","Hudson","Bayonne"
"64","Bayonne Energy Center LLC","Bayonne EC CTG7","J",323688,"Bayonne",17,34,"6/1/2012",64,64,66.5,59.2,63.1,"YES","JE","NG","KER",83.8,"","Jet Engine","New Jersey","Hudson","Bayonne"
"65","Bayonne Energy Center LLC","Bayonne EC CTG8","J",323689,"Bayonne",17,34,"6/1/2012",64,64,66.5,57.3,62.7,"YES","JE","NG","KER",82.7,"","Jet Engine","New Jersey","Hudson","Bayonne"
"66","Binghamton BOP LLC","Binghamton","C",23790,"Binghamton",7,36,"3/1/2001",47.7,43.8,57.2,0,0,"YES","CC","NG","KER",3.8,"1,R","Combined Cycle","New York","Broome","Binghamton"
"67","Black River Hydro LLC","Glen Park Hydro","E",23778,"Glen Park",45,36,"1/1/1986",32.6,40.4,40.4,32.6,32.6,"","HY","WAT","",187.7,"","Conventional Hydro","New York","Jefferson","Glen Park"
"68","Boralex Hydro Operations Inc","Fourth Branch","F",23824,"Waterford",91,36,"12/1/1987",3.3,3.5,3.5,3.3,3.3,"","HY","WAT","",12,"","Conventional Hydro","New York","Saratoga","Waterford"
"69","Boralex Hydro Operations Inc","NYS Dam","F",23527,"Waterford",91,36,"12/1/1990",11.4,11.3,11.3,11.4,11.4,"","HY","WAT","",59,"","Conventional Hydro","New York","Saratoga","Waterford"
"70","Boralex Hydro Operations Inc","Sissonville","E",23735,"Potsdam",89,36,"8/1/1990",3.1,3,3,3.1,3.1,"","HY","WAT","",18.2,"","Conventional Hydro","New York","St Lawrence","Potsdam"
"71","Boralex Hydro Operations Inc","Warrensburg","F",23737,"Warrensburg",113,36,"12/1/1988",2.9,3,3,2.9,2.9,"","HY","WAT","",12.4,"","Conventional Hydro","New York","Warren","Warrensburg"
"72","Calpine Energy Services LP","Bethpage","K",23823,"Hicksville",59,36,"9/1/1989",83.6,54.9,55.1,51.9,60.2,"","CC","NG","",291.9,"","Combined Cycle","New York","Nassau","Hicksville"
"73","Calpine Energy Services LP","Bethpage GT4","K",323586,"Hicksville",59,36,"7/1/2002",60,48.2,51.2,44.4,47.7,"","GT","NG","",144.6,"","Combustion Turbine","New York","Nassau","Hicksville"
"74","Calpine Energy Services LP","KIAC_JFK_GT1","J",23816,"Jamaica",81,36,"2/1/1995",60.6,58.7,58.7,59.1,61,"YES","CC","NG","FO2",578.9,"G","Combined Cycle","New York","Queens","Jamaica"
"75","Calpine Energy Services LP","KIAC_JFK_GT2","J",23817,"Jamaica",81,36,"2/1/1995",60.6,58.3,58.3,59,57.4,"YES","CC","NG","FO2",NA,"","Combined Cycle","New York","Queens","Jamaica"
"76","Calpine Energy Services LP","Stony Brook","K",24151,"Stony Brook",103,36,"4/1/1995",47,9.6,9.6,0,0,"YES","GT","NG","FO2",86,"2,E","Combustion Turbine","New York","Suffolk","Stony Brook"
"77","Canandaigua Power Partners LLC","Canandaigua Wind Power","C",323617,"Avoca",101,36,"12/5/2008",125,125,125,125,125,"","WT","WND","",264.6,"","Wind Turbine","New York","Steuben","Avoca"
"78","Canastota Windpower LLC","Fenner Wind Power","C",24204,"Fenner",53,36,"12/1/2001",30,0,0,0,0,"","WT","WND","",44.4,"","Wind Turbine","New York","Madison","Fenner"
"79","Carr Street Generation Station LP","Carr St.-E. Syr","C",24060,"Dewitt",67,36,"8/1/1993",122.6,89,116.8,92.7,106.1,"YES","CC","NG","FO2",86,"","Combined Cycle","New York","Onondaga","Dewitt"
"80","Castleton Power ","Castleton Energy Center","F",23900,"Castleton",83,36,"1/1/1992",72,69,86.6,69.6,76.9,"YES","CC","NG","FO2",158.1,"","Combined Cycle","New York","Rensselaer","Castleton"
"81","Cayuga Operatiing Co LLC","Cayuga 1","C",23584,"Lansing",109,36,"9/1/1955",155.3,154.1,154.1,153.9,151.2,"","ST","BIT","",159.7,"","Steam Turbine (Fossil)","New York","Tompkins","Lansing"
"82","Cayuga Operatiing Co LLC","Cayuga 2","C",23585,"Lansing",109,36,"10/1/1958",167.2,154.7,154.7,139.6,158,"","ST","BIT","",60.5,"","Steam Turbine (Fossil)","New York","Tompkins","Lansing"
"83","Cayuga Operatiing Co LLC","Cayuga IC 1","C",23629,"Lansing",109,36,"8/1/1967",2.8,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Tompkins","Lansing"
"84","Cayuga Operatiing Co LLC","Cayuga IC 2","C",23629,"Lansing",109,36,"8/1/1967",2.8,0,0,0,0,"","IC","FO2","",NA,"","Internal Combustion","New York","Tompkins","Lansing"
"85","Central Hudson Gas & Elec.Corp","Coxsackie GT","G",23611,"Coxsackie",39,36,"12/1/1969",21.6,19.9,26,19.6,23.6,"YES","GT","KER","NG",0.4,"","Combustion Turbine","New York","Greene","Coxsackie"
"86","Central Hudson Gas & Elec.Corp","Dashville 1","G",23610,"Rifton",111,36,"1/1/1920",2.4,2.7,2.7,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Rifton"
"87","Central Hudson Gas & Elec.Corp","Dashville 2","G",23610,"Rifton",111,36,"1/1/1920",2.4,2.7,2.7,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Rifton"
"88","Central Hudson Gas & Elec.Corp","DCRRA","G",23765,"Poughkeepsie",27,36,"9/1/1987",9.2,8.8,8.8,6.9,7,"","ST","REF","",34.1,"","Steam Turbine (Fossil)","New York","Dutchess","Poughkeepsie"
"89","Central Hudson Gas & Elec.Corp","High Falls","G",23754,"Marbletown",111,36,"12/1/1986",3.2,3,3,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Marbletown"
"90","Central Hudson Gas & Elec.Corp","Millpond","G",5004,"Catskill",39,36,"12/1/1993",0.9,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Greene","Catskill"
"91","Central Hudson Gas & Elec.Corp","Montgomery West","G",5005,"Montgomery",71,36,"11/1/1985",0.2,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Orange","Montgomery"
"92","Central Hudson Gas & Elec.Corp","Salisbury Mills","G",5006,"Salisbury Mills",71,36,"12/1/1986",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Orange","Salisbury Mills"
"93","Central Hudson Gas & Elec.Corp","South Cairo","G",23612,"Cairo",39,36,"6/1/1970",21.6,19.8,25.9,20.1,23.3,"","GT","KER","",0.1,"","Combustion Turbine","New York","Greene","Cairo"
"94","Central Hudson Gas & Elec.Corp","Sturgeon 1","G",23609,"Rifton",111,36,"1/1/1924",4.8,5,5,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Rifton"
"95","Central Hudson Gas & Elec.Corp","Sturgeon 2","G",23609,"Rifton",111,36,"1/1/1924",4.8,5.8,5.8,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Rifton"
"96","Central Hudson Gas & Elec.Corp","Sturgeon 3","G",23609,"Rifton",111,36,"1/1/1924",4.8,5,5,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Rifton"
"97","Central Hudson Gas & Elec.Corp","Wallkill","G",5007,"Shwangunk",111,36,"12/1/1986",0.5,0,0,0,0,"","HY","WAT","",NA,"","Conventional Hydro","New York","Ulster","Shwangunk"
"98","Central Hudson Gas & Elec.Corp","Wappingers Fall","G",23765,"Wappingers Fall",27,36,"12/1/1988",2,2,2,2,2,"","HY","WAT","",6.9,"","Conventional Hydro","New York","Dutchess","Wappingers Fall"
"99","CHI Energy Inc","Goodyear Lake","E",323669,"Milford",77,36,"7/1/1980",1.4,1.4,1.4,0,0,"","HY","WAT","",5,"","Conventional Hydro","New York","Otsego","Milford"
"100","Consolidated Edison Co. Of NY Inc","59 St. GT 1","J",24138,"Manhattan",61,36,"6/1/1969",17.1,15.4,20.1,15.4,22.2,"YES","GT","KER","NG",0.1,"","Combustion Turbine","New York","New York","Manhattan"
"101","Consolidated Edison Co. Of NY Inc","74 St. GT 1","J",24260,"Manhattan",61,36,"10/1/1968",18.5,19,23.5,17.9,21.3,"","GT","KER","",0.2,"","Combustion Turbine","New York","New York","Manhattan"
"102","Consolidated Edison Co. Of NY Inc","74 St. GT 2","J",24261,"Manhattan",61,36,"10/1/1968",18.5,20.1,25.7,20,20.2,"","GT","KER","",0.3,"","Combustion Turbine","New York","New York","Manhattan"
"103","Consolidated Edison Co. Of NY Inc","Brooklyn Navy Yard","J",23515,"Brooklyn",47,36,"11/1/1996",322,266.9,348.6,266.3,311.8,"YES","CC","NG","FO2",1904.1,"","Combined Cycle","New York","Kings","Brooklyn"
"104","Consolidated Edison Co. Of NY Inc","East River 1","J",323558,"Manhattan",61,36,"4/1/2005",185,160.5,199,153.1,200.3,"YES","CC","NG","KER",1202.6,"","Combined Cycle","New York","New York","Manhattan"
"105","Consolidated Edison Co. Of NY Inc","East River 2","J",323559,"Manhattan",61,36,"4/5/2005",185,162.4,201.4,154,198.5,"YES","CC","NG","KER",1252,"","Combined Cycle","New York","New York","Manhattan"
"106","Consolidated Edison Co. Of NY Inc","East River 6","J",23660,"Manhattan",61,36,"11/1/1951",156.2,136.3,136.3,143.9,148.6,"YES","ST","NG","FO6",505.8,"","Steam Turbine (Fossil)","New York","New York","Manhattan"
"107","Consolidated Edison Co. Of NY Inc","East River 7","J",23524,"Manhattan",61,36,"6/1/1955",200,186.7,186.7,187,188.6,"YES","ST","NG","FO6",132.1,"","Steam Turbine (Fossil)","New York","New York","Manhattan"
"108","Consolidated Edison Co. Of NY Inc","Hudson Ave 3","J",23810,"Brooklyn",47,36,"7/1/1970",16.3,16,20.9,15.6,18.9,"","GT","KER","",1,"","Combustion Turbine","New York","Kings","Brooklyn"
"109","Consolidated Edison Co. Of NY Inc","Hudson Ave 4","J",23540,"Brooklyn",47,36,"7/1/1970",16.3,13.9,18.2,14,16.2,"","GT","KER","",0.4,"","Combustion Turbine","New York","Kings","Brooklyn"
"110","Consolidated Edison Co. Of NY Inc","Hudson Ave 5","J",23657,"Brooklyn",47,36,"7/1/1970",16.3,15.1,19.7,14.6,16.5,"","GT","KER","",0.7,"","Combustion Turbine","New York","Kings","Brooklyn"
"111","Consolidated Edison Energy Inc","Broome 2 LFGE","C",323671,"Binghamton",7,36,"1/31/2013",2.1,2,2,2,2,"","IC","MTE","",17.7,"","Internal Combustion","New York","Broome","Binghamton"
"112","Consolidated Edison Energy Inc","Fortistar-N.Tonawanda","A",24026,"N Tonawanda",29,36,"6/1/1993",68.5,59,75,59.1,69.2,"YES","CC","NG","FO2",11.2,"","Combined Cycle","New York","Erie","N Tonawanda"
"113","Consolidated Edison Energy Inc","Massena","D",23902,"Massena",89,36,"7/1/1992",102.1,82.2,107.9,81.1,92.3,"YES","CC","NG","FO2",5,"","Combined Cycle","New York","St Lawrence","Massena"
"114","Consolidated Edison Energy Inc","Munnsville Wind Power","E",323609,"Bouckville",53,36,"8/20/2007",34.5,34.5,34.5,34.5,34.5,"","WT","WND","",96.7,"","Wind Turbine","New York","Madison","Bouckville"
"115","Consolidated Edison Energy Inc","Rensselaer","F",23796,"Rensselaer",83,36,"12/1/1993",96.9,79,79,77,82.7,"YES","CC","NG","FO2",6.1,"","Combined Cycle","New York","Rensselaer","Rensselaer"
